destination_id,edge_id,method,level,service,class,Class.keyword,class,Class.keyword,messageRealm,serviceAction,messageParams.subscriber,messageParams.calledMessageQueue,messageParams.type,messageParams.messageID,messageParams.correlationID,messageParams.transactionID,messageParams.originatingMS,messageParams.terminatingMS,serviceData.httpParams.statusCode,message_id_length,correlation_id_length,transaction_id_length
64954b9d04844abe0c138c24,64954b9d04844abe0c138c35,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,ff51c13b-d7bd-4a62-b25d-4e9d045ab568,947baef637f1906d2b44906b15a36ef1,6da25ef2-95f5-429c-8b28-9ff34672d3b7:26280f46-8d98-4021-a06a-fca9929ff88b,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c36,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,ca577050-7a93-422d-8149-7d0887f0f83b,25051e6d076c39c5af1d162c614160e8,6da25ef2-95f5-429c-8b28-9ff34672d3b7:3feaa201-b347-4e47-8420-818c7323c9c7,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c37,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,fb681f53-d4be-4dc9-89ed-39b74ce97420,644f3c61a4152bee8d92a60e3001b763,47d3b405-a8ed-47f6-bff3-b873a56badcc:8aec1371-7234-4aa4-9b88-53d88f778d41,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c38,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,e52e5f87-5884-4603-8164-e7027abaea2c,6445ef0fafa2534fea7356dfa02d6575,47d3b405-a8ed-47f6-bff3-b873a56badcc:abb5b04a-6608-4502-8b05-4d0f0cc57421,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c39,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,2085c435-6494-4b13-83fd-5bc43d91123d,bf20796bddfc69865bc759f5900ca42c,643cd41d-1934-434a-9b00-a3a43830b487:85be4b2e-08cc-485b-9ae6-992dbb7071ea,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c3a,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,4531a895-9cb8-4d0d-a6d7-1f81ba0fedf3,37754c25cedb7d919793d1e71902d551,643cd41d-1934-434a-9b00-a3a43830b487:8d867145-b0d0-4cb3-a38b-a3366c7c6cac,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c3b,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,05fcdfb1-463c-4c84-be61-caabd6671734,cd22a0106dfea3a97739dd2d6695cbd3,5bfac3ac-0248-4b90-abc8-dc9d5115e34d:17bcf06d-08c7-4e53-93d0-fcc3f0f71e67,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c3c,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,2660c0e8-d6b7-4346-9df4-bdd6bbc4d930,fb13376e794c64a21c5355a4b676e58d,5bfac3ac-0248-4b90-abc8-dc9d5115e34d:ccfbd3d0-5c23-45e5-bd5d-1255b6c7d53d,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c3d,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-f4mqp,request,f45a5ac3-6978-4d0f-9449-ef33fe4e5bda,f37a70e21f0f1843c138ee352ab15cc3,5723becb-c772-4ee4-8898-7fdc09624bc9:92715dd2-e3af-4c54-9097-ae2478193c84,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c3e,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-f4mqp,request,efb83de1-3084-458b-b115-62be7c60cbd4,53aeec8de8fa10d1be52313028a63423,5723becb-c772-4ee4-8898-7fdc09624bc9:41ff7f00-95d6-44cb-9c9f-7c2fc9de079e,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c3f,64954b9d04844abe0c138c40,deserializeMessage,INTERNALTRACE,smsbroker,,,,,internal,gone,ocxuaESEv0bNKKGu,notificationbroker-notificationbroker-556d45f4d9-vqflh,notification,d431b592-c3ea-451f-8f49-a44a1e0e4995,2f3f26b2689559a62ff86862237ab9a9,68d47c8c-bbd4-49bc-a8a3-340c327a8997,notificationbroker,smsbroker,404,36,32,36
64954b9d04844abe0c138c3f,64954b9d04844abe0c138c41,deserializeMessage,INTERNALTRACE,smsbroker,,,,,internal,gone,ocxuaESEv0bNKKGu,notificationbroker-notificationbroker-556d45f4d9-vqflh,notification,79477f5f-37be-44d0-97dc-414f80f8ad83,7f4913c18078382412d790e7516af491,6aabc582-4387-45b6-864b-77297224875a,notificationbroker,smsbroker,404,36,32,36
